2017-07-20 20:57:11	Lazio - Torino	Match begins!
2017-07-20 20:57:11	Lazio - Torino	defend
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	attack
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	defend
2017-07-20 20:57:11	Lazio - Torino	suffer
2017-07-20 20:57:11	Lazio - Torino	defend
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	attack
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	attack
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	attack
2017-07-20 20:57:11	Lazio - Torino	score
2017-07-20 20:57:11	Lazio - Torino	attack
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	attack
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	attack
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	attack
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	attack
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	defend
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	defend
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	attack
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	defend
2017-07-20 20:57:11	Lazio - Torino	suffer
2017-07-20 20:57:11	Lazio - Torino	defend
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	attack
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	defend
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	attack
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	defend
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	attack
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	defend
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	attack
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	attack
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	defend
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	defend
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	attack
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	attack
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	defend
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	defend
2017-07-20 20:57:11	Lazio - Torino	suffer
2017-07-20 20:57:11	Lazio - Torino	defend
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	attack
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	defend
2017-07-20 20:57:11	Lazio - Torino	suffer
2017-07-20 20:57:11	Lazio - Torino	defend
2017-07-20 20:57:11	Lazio - Torino	suffer
2017-07-20 20:57:11	Lazio - Torino	defend
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	attack
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	defend
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	attack
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	attack
2017-07-20 20:57:11	Lazio - Torino	score
2017-07-20 20:57:11	Lazio - Torino	attack
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	defend
2017-07-20 20:57:11	Lazio - Torino	suffer
2017-07-20 20:57:11	Lazio - Torino	defend
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Lazio - Torino	defend
2017-07-20 20:57:11	Lazio - Torino	suffer
2017-07-20 20:57:11	Lazio - Torino	defend
2017-07-20 20:57:11	Lazio - Torino	middle
2017-07-20 20:57:11	Inter - Fiorentina	Match begins!
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	suffer
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	attack
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	attack
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	attack
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	attack
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	attack
2017-07-20 20:57:11	Inter - Fiorentina	score
2017-07-20 20:57:11	Inter - Fiorentina	attack
2017-07-20 20:57:11	Inter - Fiorentina	score
2017-07-20 20:57:11	Inter - Fiorentina	attack
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	suffer
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	attack
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	attack
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	attack
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	attack
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	suffer
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	attack
2017-07-20 20:57:11	Inter - Fiorentina	score
2017-07-20 20:57:11	Inter - Fiorentina	attack
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	suffer
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	suffer
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	suffer
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	suffer
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	suffer
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	attack
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	attack
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	attack
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	attack
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	suffer
2017-07-20 20:57:11	Inter - Fiorentina	defend
2017-07-20 20:57:11	Inter - Fiorentina	middle
2017-07-20 20:57:11	Milan - Napoli	Match begins!
2017-07-20 20:57:11	Milan - Napoli	attack
2017-07-20 20:57:11	Milan - Napoli	middle
2017-07-20 20:57:11	Milan - Napoli	attack
2017-07-20 20:57:11	Milan - Napoli	middle
2017-07-20 20:57:11	Milan - Napoli	defend
2017-07-20 20:57:11	Milan - Napoli	middle
2017-07-20 20:57:11	Milan - Napoli	defend
2017-07-20 20:57:11	Milan - Napoli	suffer
2017-07-20 20:57:11	Milan - Napoli	defend
2017-07-20 20:57:11	Milan - Napoli	middle
2017-07-20 20:57:11	Milan - Napoli	defend
2017-07-20 20:57:12	Milan - Napoli	middle
2017-07-20 20:57:12	Milan - Napoli	defend
2017-07-20 20:57:12	Milan - Napoli	middle
2017-07-20 20:57:12	Milan - Napoli	defend
2017-07-20 20:57:12	Milan - Napoli	middle
2017-07-20 20:57:12	Milan - Napoli	defend
2017-07-20 20:57:12	Milan - Napoli	middle
2017-07-20 20:57:12	Milan - Napoli	attack
2017-07-20 20:57:12	Milan - Napoli	middle
2017-07-20 20:57:12	Milan - Napoli	defend
2017-07-20 20:57:12	Milan - Napoli	suffer
2017-07-20 20:57:12	Milan - Napoli	defend
2017-07-20 20:57:12	Milan - Napoli	middle
2017-07-20 20:57:12	Milan - Napoli	attack
2017-07-20 20:57:12	Milan - Napoli	middle
2017-07-20 20:57:12	Milan - Napoli	attack
2017-07-20 20:57:12	Milan - Napoli	middle
2017-07-20 20:57:12	Milan - Napoli	defend
